category,review_title,review_content,rating
Cell Phones & Smartphones,Great in the quality and price,"This smart phone is the kind of cellphone that you will experience a really good internet use, also the device is really easy to use and carry on. I think it is a good choice.",5
Cell Phones & Smartphones,"Great phone, and I highly doubt it will disappoint you","Very happy with this phone. I dont sit on it all day while at work, so its battery life is very descent.The first time   you power on this phone you will notice some features missing, such as multiple windows. My sugestment would be to install the update, and it will provide you those missing features.Awesome phone for games and web browsing.The call quality is great, and the Galaxy S voice rocks!Read full review...",5
Cell Phones & Smartphones,Goldilocks size and features for the money,"Goldilocks size, features...couple of generations behind now as of this date 5-1-14, but for the money terrific phone. downloaded music volume app and improved speaker audio quality",4
Cell Phones & Smartphones,"Clean,  working ,   a little Crack on screen but it doesn't effect use .","Very satisfied  ,  a replacement for my son . He's very happy with it  !",4
Cell Phones & Smartphones,Happy with the purchase,"Great phone! Yes, it is several generation behind, but still an amazing device. I got it for a fraction of the original cost, as a used item, but could not find a single scratch on it. Feels and works like new, and quite enough for my needs.Read full review...",5
Cell Phones & Smartphones,AMAZING,"Possibly the best phone of 2012.  amazing battery life, blazing fast speeds and a great user experience. Samsung has done a great job with the extra features and really making this phone stand out above its competitors.  I'd recommend this phone to anyone, especially if you are an Ios user and want to see a phone that will compare if not beat the Iphone experience.  bottom line, amazing phone.Read full review...",5
Cell Phones & Smartphones,Best Phone in the Market!!,"Everything is just excellent about this phone. The speed is amazing, the wide screen is amazing.. I have downloaded all my favourite movies and time just passes by... playing games again on that screen is awesome..  only thing the battery life.. i hope the jelly bean update improves the battery life.. Like the ICS improved it for Galaxy S2 when it had Gingerbread.And yes the phone is real smooth, I use the phone alotttt... all day long and it never gets heated up like other phones..Read full review...",5
Cell Phones & Smartphones,good excellent,"Some of the features that make the S III unique in the Android market include SmartStay and S Voice. SmartStay uses the front-facing camera to detect when you are looking at the screen, preventing the display from timing out.Read full review...",5
Cell Phones & Smartphones,Samsung Galaxy has a lot to offer.,Product is worth the money.  Before my purchase I have made an extensive research for different types of smart phones before the purchase of the Galaxy SIII.  The only downside to the phone is its short battery life.Read full review...,5
Cell Phones & Smartphones,Bummer,Recived phone but it only lasted a few days before it wouldn't charge anymore and it's not a bad battery but a bad connection where you plug the charger in. The company was great to deal with. Very prompt on sending out return package paperwork.Read full review...,2
Cell Phones & Smartphones,Seems great so far!!,"This was my first foray into buying a smart phone and I must say it does a lot of things really well, with my only complaint being that it is a little too sensitive on the touch screen but that is also handy at times.  Love all the menus, easy to move widgets around and design yours own home screens, great music player and easy to load songs, just got it a week ago so there is a lot to explore.Read full review...",5
Cell Phones & Smartphones,it doesn't charge,"we have tried 20 different cords and ports such as computer and outlet but nothing works, we have to resort to using another phone to charge spare batteries for it.",1
Cell Phones & Smartphones,Awesome product and a excellent value for the money,"I love the product, my daughter force me to buy it just because she dying to get her hands on it.Everything about this phone is great, I love it the best buy ever.My other phone keep dropping calls, no problems with one so far, you don,t have to type just give voice command and it work for you.Read full review...",5
Cell Phones & Smartphones,great product with great price. thank samsung for simplifing things,Very easy to use with upgradeable features. Samsung has made it with great features and very affordable that anyone that is looking for a phone with the ability to do more than the average phone can do.Read full review...,5
Cell Phones & Smartphones,a lousy buy,"the phone is shutting off and will not start most of the time... one charger already broke and also one of the cases (duo to changing batteries all the time, trying to figure out what is wrong).r>i will have to have it fixed within the following days, on my expance :(Read full review...",1
Cell Phones & Smartphones,Good solid backup phone. Very easy to setup and use. Great value for the $.,This phone functions well and is easy to setup. Simply transfer your T-Mobile SIM card into the slot and you're good to go. The battery life is average.,5
Cell Phones & Smartphones,not bad at all for an unlocked phone. works well!,the power button is a little weak like sometimes I press it and the phone restarts. but that's minor in comparison to all the nice features of the phone. battery life is my favorite part.,4
Cell Phones & Smartphones,Phone was nice and description accurate,2 small screen scratches like item description indicated. Overall much cleaner than expected. Very satisfied so far...,4
Cell Phones & Smartphones,best GSM smart phone(Samsung galaxy s 3) by best ebay seller.,"I love to use this phone because its a good unlocked smart phone and its light in weight which means u can carry it anywhere, use any SIM card(GSM) and can be used anywhere in the world.  So I am making sure all my family gets one to use. And on top of it all the seller is good in everything, price,  shipping,  communication and all. ThanksRead full review...",5
Cell Phones & Smartphones,Good Value Poem,"Great phone, it was a noticable upgrade form the Samsung Galaxy S II. great features, sleek phone and was larger than the Galaxy S II. With changes to the phone it leaves in an anticaption for the Galaxy 5. I bought a case and am simply enjoying my new phone.Read full review...",4
Cell Phones & Smartphones,The Galaxy S 111 is a great phone.,I am happy with the Galaxy S 111 and the phone works very good. I wish I had purchased it sooner. The processor is faster and the features are very user friendly. This phone fits all my needs compared to my last phone the Galaxy S 11. The battery life is much longer. I am very happy with the S 111.Read full review...,5
Cell Phones & Smartphones,love to deal with you again.,Great communication. It's is an amazing phone. For pictures and entertainment. Highly animated. Good on battery life with enhancing bright colors. Nice feel and grip. Portability wise it's excellent. Nice and best phone I have use.Read full review...,5
Cell Phones & Smartphones,A cellphone that will outlast the normal two-year contract.,Excellent android phone. Fast with lots of memory. Extremely pleased with size and weight of phone. Very glad I purchased with model.,5
Cell Phones & Smartphones,Good phone for price.,"Good phone, many features that my old phone did not have. Large screen helps, battery life is around 5-6 hours. Overall, I have enjoyed using it.",4
Cell Phones & Smartphones,DO NOT BUY FROM THIS COMPANY AT ALL,bought this phone 18 days ago the aug/24/14 once it got set up and the 4g did not work so i want to t mobile store and they could not do any thing so i Finley got time to called tech support and they told me that my phone (that was supposed to be new over stock)was rotted winch means that the firmware was modified and they can not run tests to see why my 4g won't work and that my phone was probably not new . so i called them(thethecellphonenerd) THREE TIMES during the hours two times at 2pm and at 5pm sat on hold for 5 min and voice mail all 3 times and they still have not called back so i will call one more time and i will be contacting the bbb . i would NOT BUY FROM THIS COMPANY AT ALLRead full review...,1
Cell Phones & Smartphones,Bad unit,"Bad battery and screen freezes all the time my g3 was much better, maybe it's the battery that's bad or old, but it said the unit was new, I don't know, I am not happy.",1
Cell Phones & Smartphones,My 3rd SIII and i love it... Its faster than my Note 3...:),"Fast, small, low price",5
Cell Phones & Smartphones,Great Product,Was very impressed with the the overall appearance of a used phone.  It is exactly what I was looking for.  Has good storage space as well as a good camera.,5
Cell Phones & Smartphones,Phone,The phone came as advertised. Very happy. I actually give it 4 1/2 stars. I recommend them.,4
Cell Phones & Smartphones,Excellent phone does everything I need and more,I love the multi window function on this phone.  It is easy to use and works great.  I purchased this phone because my Galaxy II finally gave it up after 3 years of use.  I have to say this phone will go for a while without being outdated like most phones.Read full review...,5
Cell Phones & Smartphones,Not Fully T-Mobile Compatible,This phone is only PARTIALLY T-Mobile compatible.  It does NOT support 4G like my Last S3.  I'm very disappointed.  Now I need to buy yet another phone.,1
Cell Phones & Smartphones,long lasting equipment,good product,5
Cell Phones & Smartphones,Nice . Easy functions.,Up grade from older Moto phone. So far  easier to text. Camera is really clear even in low light . Going to reset and pick my apps as google play store is quick to load up your phone with stuff I don't need. Overall very satisfied with performance. ,5
Cell Phones & Smartphones,best deal for da buck!,waaayyy better than my iphone xs max! nice n thin n larger sceen n faster with more storage etc,5
Cell Phones & Smartphones,"Yes, It is fresh new product with seal.","Yes, It was a fresh new product with seal.
I satisfied.
Thank you.",5
Cell Phones & Smartphones,Excellent condition,It looks like new. Awesome,5
Cell Phones & Smartphones,Great phone for the price!,"I like that i can use this particuliar model with almost any US Carrier. In my case i use a Verizon Sim Card and it works great. Also have an ATT sim that i can swap in and also works great. Super bright screen, decent battery life, great power saving functions that can really extend battery life. Fast charging built in. Very happy with this device for the price paid.Read full review...",5
Cell Phones & Smartphones,Very good value,"Have only been using for 2 weeks so far. Much better battery life than Grand Prime, but battery replacement is not a simple back cover removal. Do not look forward to that.The speaker phone sometimes has an odd radio transmitter kind of tone, and makes it more difficult to understand. No volume boost button.This phone is lightning fast, and still 4G.The camera takes very high quality photos, and has a sort of panorama mode that is very cool.I am very pleased so far, and I think once I sit down and learn some of the features I will be even more impressed with this phone.Read full review...",4
Cell Phones & Smartphones,Budget Phone..... more phone than I use,"I know that the A50 is considered a Samsung Budget phone, it has a great processor and plenty of memory, and I just put my SD card in so it's more phone than I use .... why buy the brand new $1000 S20",4
Cell Phones & Smartphones,EXCXELLENT FOR THE PRICE,"Keep in mind the price point! I think an excellent value.  Haven' t had dropped calls or any other operational malfunctions.  Has many features of the high dollar models like GPS, FSM, and other stuff. Screen is clear with great definition. Its not small but not very large either. If you have small hands, it is a handful.Don't understand complaint's  about photos, they look very good to me.The processor although good and of quality, is a little slower. We're talking having to wait only a moment or two so it's plenty good.It does not support  the external pad charging but it damn sure charges fast with the included charger. I like the USB-C plug in, don't have to fumble around to get the cable flipped  correctly to plug it in. There's plenty of after market screen protector and cases for it.Like I said, keeping in mind the price point , it's an excellent value.Read full review...",5
Cell Phones & Smartphones,Very good product...but...,I just got mine today...and very excited ...however....I can't use with my phone carrier which is 'cricket'.... I am returning it....very sad .....If you are getting this phone...you will love it!! Just make sure you have a comparable phone carrier. Good luck!! Read full review...,5
Cell Phones & Smartphones,"Lot of value, for the money","Works great...volume a bit weak - I installed a 3rd party app to correct it.Camera takes some learning, but photos are very high quality.typica - High quality- Samsung.  - i recommend it",4
Cell Phones & Smartphones,Great value,"My son wanted to replace his last phone and this was a great, easy, and inexpensive option. Phone wasn't in box, but looked brand new. Recommend.",5
Cell Phones & Smartphones,"Great, lightweight cell phone","Bought a SIM chip from Total Wireless and it was a go! Great battery life.  Beautiful large screen, practically edge to edge.",5
Cell Phones & Smartphones,Great phone for a great price!,Although it was a refurbished it looked practically brand new. Works great. No no issues at all.,5
Cell Phones & Smartphones,Worth it great phone,I highly recommend the phone it was a great experience charges super fast  and long battery life better then my S9 plus (which is the phone i changed from). This is by far the best Samsung Galaxy I ever used I bought it used had no problem besides my audio was staticky on the used one i bought so I exchange it and the phone is flawless and can fit a whole lot of people in pictures without having to use selfie stick or zoom out crystal clear pictures . I give a million stars I highly recommend this phoneRead full review...,5
Cell Phones & Smartphones,FANTASTIC PHONE,"Fantastic Phone.  Wow, no bells and whistles no $1000 plus price tag. Lighting fast, AMOLED large screen, days of battery life, super fast processor, great camera.  No wireless charging but I can live with that. HIGHLY RECOMMEND!!!Read full review...",5
Cell Phones & Smartphones,Outta this world galaxy,"As described, said it has some scratches but don't see any. The display is vibrant and takes great pictures and video,just like a galaxy does.",4
Cell Phones & Smartphones,Amazing phone.,This phone is exactly what I was looking for.  The large screen and features are great.,5
Cell Phones & Smartphones,Like new,"Expected something scuffed. But, it was like brand new. Charger didn't work.  But cable did.",5
Cell Phones & Smartphones,Great phone at a reasonable price.,"Stylish, slim profile phone that is amazingly fast and easy to use. I would recommend it to anyone.",5
Cell Phones & Smartphones,Nice looking  phone  works good,Not truly unlocked for all carriers  currently running straight talk network can't  run on Verizon or sprint it's running on  at@t network  now works like new,4
Cell Phones & Smartphones,I like it!,"Nice features, good feel and and good update for me.",5
Cell Phones & Smartphones,Love my phone,Fantastic phone   condition was excellent. Perfect size,5
Cell Phones & Smartphones,Review!,"I got the Samsung Galaxy A50 and its working well so far! I opened it however and there are scuffs on the back of the phone. But overall, its good!",3
Cell Phones & Smartphones,Great phone for the price ,Take good picture and long battery life,5
Cell Phones & Smartphones,The battery life seems good. What is small form factor?,Good phone for the value.,4
Cell Phones & Smartphones,Awesome Phone,Love this phone. Awesome and easy to use.Cant wait to buy my wife one,5
Cell Phones & Smartphones,Better than my samsumg 8+,I love how clear are the pictures,5
Cell Phones & Smartphones,Perfect phone,Exactly what I was looking for in a phone. I love that it was budget friendly and has an amazing camera.,5
Cell Phones & Smartphones,Great for the value,"It arrived on time.  So far working beautifully, love it.",5
Cell Phones & Smartphones,Excellent phone!!,I absolutely do not regret buying this phone I did so much research only to find the perfect phone thank you so much I love this phone.,5
Cell Phones & Smartphones,Good deal,Its a good deal.  Missing cable cord but still good deal.,4
Cell Phones & Smartphones,dsd,"better than my old phone, no scratches arrived on time works great.",5
Cell Phones & Smartphones,Great phone,Great camera. Love the quality of pictures. Slim phone.,5
Cell Phones & Smartphones,Great phone for the $.,The phone was great. Works perfectly.Very happy with my purchase.,4
Cell Phones & Smartphones,Excellent phone and excellent camera and screen,Excellent phone.  Glad to have purchased it !,5
Cell Phones & Smartphones,Works,Great camera,4
Cell Phones & Smartphones,Great cell phone,Works great with any carrier. Easy to set up.,5
Cell Phones & Smartphones,Great phone at great price!,I am well pleased with this phone in every way! No complaints,5
Cell Phones & Smartphones,Ok for the price,The screen isn't as large as I was expecting but the phone works good so far for the price its ok.,5
Cell Phones & Smartphones,Good,Great phone for the price.,4
Cell Phones & Smartphones,Can't recommend.....,"Phone works decently enough but if you value a fingerprint sensor, don't get it......",2
Cell Phones & Smartphones,What i need,Is really good,5
Cell Phones & Smartphones,Samsung A50 unlocked,"Works perfect. Sim swapped with no issues. Truly unlocked, no gimmicks. Thanks",5
Cell Phones & Smartphones,Good phone,Good phone,5
Cell Phones & Smartphones,Nice,Product is what I asked for. Thank you.,5
Cell Phones & Smartphones,Not sure of form factor,Good phone for the price.,4
Cell Phones & Smartphones,Solid,Solid unit. Pleased with it,5
Cell Phones & Smartphones,Camera rocks.,"Bought for the camera, was not disapointed!",5
Cell Phones & Smartphones,Couldn't go wrong,It was exactly what I was looking for in a budget phone.,5
Cell Phones & Smartphones,Great phone,Great phone so far. Looks like new,5
Cell Phones & Smartphones,Nice phone. Great buy.,Verified purchase:  Yes | Condition: refurbished | Sold by: ecommsellstl,5
Cell Phones & Smartphones,Phone wasn't unlocked,"Bought the phone. Advertised as unlocked, but it wasn't. Ended up having to switch carriers.",2
Cell Phones & Smartphones,Great phone great price,Great phone for the price.,5
Cell Phones & Smartphones,Great product,Love it,5
Cell Phones & Smartphones,LOVE IT,GREAT VALUE,5
Cell Phones & Smartphones,Cheap phone DID NOT meet expectations,The phone did not function as specified So I returned it,1
Cell Phones & Smartphones,Galaxy a50,Verified purchase:  Yes | Condition: refurbished | Sold by: phone_cellar,5
Cell Phones & Smartphones,I  recommend,It’s nice and fast,5
Cell Phones & Smartphones,New phone,Works great.,5
Cell Phones & Smartphones,Love it!,Thank you . I'm so happy with this purchase!!,5
Cell Phones & Smartphones,Happy very satisfied,Great,5
Cell Phones & Smartphones,Decent value,Missing some functionality,3
Cell Phones & Smartphones,broken phone,the glass broke the first 10 min. after opening the package,1
Cell Phones & Smartphones,Would buy again,Would buy again,5
Cell Phones & Smartphones,As expected,"Great, as expected",5
Cell Phones & Smartphones,Excellent,Working perfectly,5
Cell Phones & Smartphones,Broke phone,I've only had this phone for 27 days and now it's not turning on,1
Cell Phones & Smartphones,excellent unit,Excellent unit.,5
Cell Phones & Smartphones,Excelente,El equipo es el final funciona nítido incluso lo comparo con un iPhone Xs Max con respeto a la cámara funciona bien de bien,5
Cell Phones & Smartphones,Muy bueno,E tenido problemas de que no recibo llamadas algunas veces pero si lo reinicias funcióna de vuelta,4
Cell Phones & Smartphones,Very bad,El celular no enciende toda la pantalla.,1
Cell Phones & Smartphones,lightweight with great features.,very easy to carry around.,4
Cell Phones & Smartphones,Great phone,"Great phone, high quality and solid performance.  The screen has a slight crease but does not show when it is actually displaying.   Screen is not glass so must be careful how you clean it and touch it.",5
Cell Phones & Smartphones,excellent,very good,5
Cell Phones & Smartphones,Stands out,Still getting use to it. So far it's great.,5
Cell Phones & Smartphones,"Nice phone, many features","The S9 has a lot of features I'm still trying to decipher. Not quite sure yet about battery life, because my S7 Prime held the charge much longer with regular use. A couple of screen scratches, expected.UPDATE: Great phone, very light signs of wear, battery life is good.Read full review...",4
Cell Phones & Smartphones,Looks good but has faulty features.,The phone will not connect through USB with my car.  Connection fails 100% of the time.  I've had it to the car dealer and they have checked it.  The problem isn't with the car as it connects with the phone of the service technician with no problem.  But it won't connect with my phone.  I took the phone and cord to Best Buy and was going to purchase a new cord.  But the sales person tested the phone with several cords they had on hand (and knew worked) and it would not connect properly with those either.  This led him to believe the problem is in the phone itself.  He suggested that the prongs inside the phone that are supposed to connect with the cord are not long enough to make a firm connection with the cord.Read full review...,1
Cell Phones & Smartphones,Affordable way to acquire top shelf phone!,"Absolutely LOVE this phone! First of all, it is physically beautiful. I got a clear cover so that the gorgeous lilac color isn't hidden. It is slim and thin and elegant and fits in my smallish hand so well. You absolutely need a cover, though, as the little sucker is really slippery without one. It's super fast, the screen is gorgeous and best of all, the speakers are hands down the loudest and best I've ever heard on a phone. Makes a HUGE difference being able to hear navigation in the car. The earphones also much better than I have heard anywhere else, also. Facial recognition to open it works really well, even in low light. Haven't done much with the camera yet, so can't comment on that. The battery life is more than fine for my normal use, and it recharges quickly on the wireless charger. Because I REFUSE to pay almost a thousand dollars for a phone, I purposely got the S9 instead of the S10 due to its much greater affordability. Kind of like we never buy brand new car - only one year old certified cars.There is an S9+ that is larger than this phone and it's a little more expensive, but I don't like giant phones. This one is the same width as an iPhone and maybe an eighth inch taller. It's PERFECT!Read full review...",5
Cell Phones & Smartphones,Its Okay,Battery does not last long and voice texting is extremely slow to fill in what I am saying. But is is a nice phone other then that great picture and camera,4
Cell Phones & Smartphones,Works better than the phone it replaced!,"We bought this phone as a replacement for my wife's Galaxy S6, which was having some problems. After the new phone arrived, because it is a Samsung as well, it was easy to move everything over to it. Aside from needing to be charged, it works great! My wife loves it.Read full review...",5
Cell Phones & Smartphones,  REALLY  GOOD  PHONE  ,"  I  wish  the  screen  was   1/4  inch wider  in  upright position   ......   But  it  is a  Great  Phone ....  Loud  Speakers   for  speaker phone  -  Clear  .......       Clear  bright  screen   ,   lots  of    features  ....Read full review...",4
Cell Phones & Smartphones,"Absence of physical HOME button, made this S9, a Hellphone","I upgraded my Galaxy S5 with S9 and sad to see its features, except for an excellent camera (for which I changed my S5).Galaxy S9 has no physical home button made it a hellphone. One need to scroll up and tap three times to get Home button function work. Samsung failed to do better job.It is too curvy and slippery to have a comfortable grip, I am sure it will fall soon.I am going to ell this asap.Read full review...",3
Cell Phones & Smartphones,Worth every penny. Perfect buy,Phone looks brand new. Looks like it’s straight from Samsung!! Came with plain wall charger and SIM card remover as promise. Turned on easy and runs smooth. Sound is beautiful. Nothing out of the ordinary. It’s definitely unlocked and works with Verizon prepaid which is exactly what I needed. Will be buying another soon for a gift.Read full review...,5
Cell Phones & Smartphones,Nice new phone.,"I am ""graduating"" from a Galaxy J7. My main reason for changing was to get the 64 Gb internal memory (16 just doesn't go as far as I thought it would.) So far I am liking this new phone, but it is taking some getting used to. I don't like the absence of a physical ""home"" button, and am still wishing it was as wide as my old phone. Also, it seems to require a much harder tap to make something happen - guess that might be something I could adjust myself??? All in all, glad I have it.Read full review...",5
Cell Phones & Smartphones,Samsung Galaxy 9s,I fried my Galaxy 6 which lead me to the Galaxy 9.  Very pleased with comparable size as I did not want a bigger phone.  The features may take some getting used to but overall extremely pleased!,5
Cell Phones & Smartphones,Powerful and handsome,"Pros: Fits in my pocket, long battery life, spectacular resolution, useful amount of memory,Cons: beveled edge took some getting used to; I kept accidentally selecting things I didn't intend; I resolved the issue when I purchased a cover that wrapped around the sides enough to preclude my accidentally touching the screen, I miss being able to replace my own battery--but I guess those days are long gone, Bixby button and interface--just plain annoyingRead full review...",5
Cell Phones & Smartphones,Great smartphone!,"Samsung Galaxy 9 I ordered on eBay was new, unopened in box with earphones and charger. I love the soft lilac color. The camera is awesome and takes very clear photos. The phone works well. Love my new Galaxy 9.Read full review...",5
Cell Phones & Smartphones,So Far Pretty Good,"I like my phone. Definitely a learning curve as I came from an S6. Accolades thus far include longer battery life, one handed keyboard and the ability to quickly access other apps. My one complaint is that I've lost apps on my home pages twice and don't know why. Still learning!Read full review...",4
Cell Phones & Smartphones,Very happy with my new phone,The price for the phone wasn't bad. It stated in the description that there would be minor scratches or sign of use. There was only a single small scratch on the front of the phone. Other than that it is perfect. I also was given the option to return the phone with in the 1st 30 days no questions asked. I am extremely happy with my purchase.Read full review...,4
Cell Phones & Smartphones,Great Phone,I love the phone but I still don't like the bixby button. I push it on almost every time I take it out of my pocket. For the retail price (over a 1000 bucks) it is too much. Also Samsung is still notorious for not updating their phones in a timely mannor. I have bought the S series starting with the S 3.Read full review...,4
Cell Phones & Smartphones,I'm glad I  purchased the  Samsung Galaxy 9,"My Samsumg Galaxy 9 is amazing.  It is in good condition, it's has clear reception, the volume is nice & loud & I like  the purple  color.  It has a lot of different  features  that   I'm getting  use too..Read full review...",5
Cell Phones & Smartphones,Samsung Galaxy S9 Good condition and great value,Great battery life. Only a few scratches on the screen and the paint on the fingerprint sensor faded.,4
Cell Phones & Smartphones,Samsung Galaxy S9,Arrived quickly and in perfect condition with all original items in the box. Brand new device with zero issues. Came with Oreo software but updated to Pie once I started using it. Best value I found online for a brand new device. Read full review...,5
Cell Phones & Smartphones,"Samsung S9 Lilac Purple, great deal and easy to set up.",Beautiful phone and form.  Bright screen and lots of features.,5
Cell Phones & Smartphones,Luv my new S9 .❣,Updated my S4. Many new features I'm still discovering.Luv the gray - little different. ❣,5
Cell Phones & Smartphones,Great,"Like new, lilac is a beautiful color. Long lasting battery life. Doesn't appear to be used. Love it. Buy without doubt.",5
Cell Phones & Smartphones,Phone's unexpected condition only thing that saved this review!,"I must admit that the phone was better than expected, but the included USB cable was junk ( it worked once, already replaced) and the shipping was ridiculous (who sends something that small and light weight UPS Ground?)  Worst of all it was later than stated and then took an extra day to transfer to USPS who should have done the whole shipping in the first place.Read full review...",4
Cell Phones & Smartphones,S9 doesn't disappoint,Have always loved Samsung Galaxy phones and the S9 is no exception.  I only wish the battery life was better,5
Cell Phones & Smartphones,I love it it get hot fast,Love it gets hot fast and the battery doesn't last long enough,5
Cell Phones & Smartphones,quality,Big internal memory and include all security and high tech  features,5
Cell Phones & Smartphones,Lilac gem,"Works perfectly, great screen, excellent battery life - most important it makes my spouse happy (it was a gift).",5
Cell Phones & Smartphones,Good overall. Could use help though,Works great. Just can't send or recieve mms messages. Any help to help me fix this problem would be wonderful. Thanks!,4
Cell Phones & Smartphones,Good phone,I got exactly what was listed and I'm really happy with the phone. Battery life seems to drain a little fast but over all It's working great,5
Cell Phones & Smartphones,So much better then my 6 edge.,Came in faster then expected. In excellent condition.  Screen is so much better then my 6 edge. More responsive and lighter. Battery lasts all day.,4
Cell Phones & Smartphones,Great smartphone,I love pretty much everything about this phone. The body color and design is really good. I like that there is no notch like the competitors. It has cool features that I enjoy using except for the Bixby button/assistant.Read full review...,5
Cell Phones & Smartphones,Open box like brand new,Very good for an open box never been used phone.I love it! Its brand new,4
Cell Phones & Smartphones,Samsung s9,"Had a s6. Easy transition to s9. Love the small size. I would recommend the Samsung App Smart Switch, to transfer from old phone to new phone.",5
Cell Phones & Smartphones,You get what you pay for,Device had light scratches on the screen and battery life is not good. 80% drained each day w/ light use.,3
Cell Phones & Smartphones,Not the ideal phone,"The camera is decent and the phone is sleek. However, phone would not stop randomly dailing people every time I close the phone case. Also the swipe keyboard would end up entering some really weird words with numbers in there as if there is no autocorrect function while other times it would autocorrect for me. Certain apps were slow to respond and I was very surprised by this. The weirdest thing of all...the phone cracked without it being dropped. It was the weirdest thing I have ever seen happen to a phone. I'm still trying to figure out what happened....Read full review...",3
Cell Phones & Smartphones,Perfect!!,Phone was exactly as it was described. Quick response time to my questions and also very professional and knowledgeable.,5
Cell Phones & Smartphones,S9,The battery life is exceptional & the picture quality is great...I love this new phone!!!,5
Cell Phones & Smartphones,lightweight with great features,This phone is awsome,5
Cell Phones & Smartphones,GalaxyS9 ,Just wish I could find a user guide for it. I absolutely love my phone. I definitely would tell anyone thinking about getting a phone from here it is definitely worth purchasing. Best decision I've made...Read full review...,5
Cell Phones & Smartphones,Good memory and very fast,Very fast procesor,5
Cell Phones & Smartphones,Great phone. Only issue is keyboard and a dead spot on the screen.,"Works great other than there is a dead spot on the bottom left of the screen,  but what I have read this is a known issue with the S9. Still like it though.",3
Cell Phones & Smartphones,World of difference,Upgraded from s8 and huge improvement. Faster and better battery life,5
Cell Phones & Smartphones,I wish I would have known this before I bought my other phone,This was a great deal easy to deal with all their promises were kept I recommend this to anyone that wants a quality product at a good price,5
Cell Phones & Smartphones,Love my new phone,Been about a month n a half using this phone and I really like it. It came early and was able to call my carrier and have it running in no time. Thank u will be coming back for sure.,5
Cell Phones & Smartphones,Small size for bigfeatures,Still learning about the phone but it is very fast.,5
Cell Phones & Smartphones,Lilac purple s9,Came in two days early . Phone works great .I'm using it right now .no issues will definitely look you up for next phone purchase,5
Cell Phones & Smartphones,I loved the phone but not the problem I am having with it,Phone works great phone was compatible it worked and let me make one phone call now it wont read my service shows bars no data and no service though,3
Cell Phones & Smartphones,Amazing phone,Its very good product with good features. Live focus on camera is amazing in boche effect pics.,4
Cell Phones & Smartphones,Very satisfied,"Used/refurbished product just like new. In excellent repair and works perfectly. Could have used an overnight option for shipping, but phone did come right on time.",5
Cell Phones & Smartphones,Samsung 9 case good valeu for the money,"I order it wrong. I had S9, this one is for S9 plus. Wasting time to return for a tefund. I just kept it maybe lateron i need to upgrade my phone in the future",5
Cell Phones & Smartphones,theneedforspeed,"Awesome improvement over the S6 curve. Battery life is improved, functionality is better.",5
Cell Phones & Smartphones,Good phone for price,"Good phone. Hardly any surface damage.  However whenever im on a site such as Facebook or YouTube.  The site will constantly shut itself off. Also, the update on the phone never works. I think all of these ""minor"" things may have been a cause for the phone being on sale.Read full review...",3
Cell Phones & Smartphones,Battery lasts,Like new and works great. They send a cheap cord with it.,5
Cell Phones & Smartphones,"Great product,","New as decribed, great phone my wife loves it.Battery will last for a few days with mild use .",5
Cell Phones & Smartphones,awesome phone good deal love it !!!!,"love the phone got it for a good price . it has awesome screen clearity, and camera is the best",5
Cell Phones & Smartphones,Awesome phone,The phone came a little cracked but other than that i love it,5
Cell Phones & Smartphones,Love it,The only cons are the battery and the scratch on the screen. Other than that i love my phone,4
Cell Phones & Smartphones,Beautif,I didn't expect such good value for money itemTotally exceeds my expectations.,4
Cell Phones & Smartphones,Working phone.... Works good !,This is a wonderful product with no working defects currently.  The screen was slightly scratched.  I am unaware if it was done by me or was sent to me this way.  Either way I was ecstatic to have a working phone again.Read full review...,5
Cell Phones & Smartphones,"Its portable ,very smart etc",My so is everything I ever wanted on a phone,4
Cell Phones & Smartphones,Samsung Galaxy S9,Thr phone works fine. I'm on Verizon and I moved my SIM card over from my old S7.,5
Cell Phones & Smartphones,Great phone,The thing I love most about the phone is the quality and definition in the pictures is phenomenal!,4
Cell Phones & Smartphones,Great,"It is good quality, still learning things about...I love it!",5
Cell Phones & Smartphones,great buy,"thanks it was a gift and she loves it, i passed the benchmark and everything",5
Cell Phones & Smartphones,Lightweight with great features,Great features,5
Cell Phones & Smartphones,Great Upgrade,The S9 is way better than the S7 I used to have. Great camera. Holds the charge for a few days. Just so much better.,5
Cell Phones & Smartphones,Fast and great,"Got it in sooner than expected. Usps was very weird with their updates but it arrived safe. Runs amazing, had a slight issue with snapchat that made it freeze and restart but a snapchat reinstalled fixed it right up. Amazing service thanksRead full review...",5
Cell Phones & Smartphones,"good price, working good","i purchased the phone as a gift for my Girlfriend, she tell me its working really good.",5
Cell Phones & Smartphones,great value & great performance phone,works great; small enough for small hands & pockets; finger print sensor better than the S10e,5
Cell Phones & Smartphones,Perfect!,"The phone came quickly and I was floored by the beautiful condition it was in.  I don't think it's even got a scratch on it.  It works perfectly,  too.  Great price for a great phone!",5
Cell Phones & Smartphones,Happy,Samsung makes a great product.  upgrade from a galaxy s7 active very happy and phone looks good.,5
Cell Phones & Smartphones,"Great size, crisp screen resolution, light weight","Love the sleek look of the Samsung, quick processor and long battery life.  Great that it comes with a 1 year warranty.",5
Cell Phones & Smartphones,Loving my Samsung ! Light weight and easy to use !,Beautiful and works great ! Everything that was described ! Very happy with it and it got here really fast !,5
